msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,America/Argentina/Cordoba,,,,,,,
,America/Argentina/Jujuy,,,,,,,
,America/Argentina/La Rioja,,,,,,,
,America/Argentina/Mendoza,,,,,,,
,America/Argentina/Rio Gallegos,,,,,,,
,America/Argentina/Salta,,,,,,,
,America/Argentina/San Juan,,,,,,,
,America/Argentina/San Luis,,,,,,,
,America/Argentina/Tucuman,,,,,,,
,America/Argentina/Ushuaia,,,,,,,
,America/Aruba,,,,,,,
,America/Asuncion,,,,,,,
,America/Atikokan,,,,,,,
,America/Bahia,,,,,,,
,America/Bahia Banderas,,,,,,,
,America/Barbados,,,,,,,
,America/Belem,,,,,,,
,America/Belize,,,,,,,
,America/Blanc-Sablon,,,,,,,
,America/Boa Vista,,,,,,,
,America/Bogota,,,,,,,
,America/Boise,,,,,,,
,America/Cambridge Bay,,,,,,,
,America/Campo Grande,,,,,,,
,America/Cancun,,,,,,,
,America/Caracas,,,,,,,
,America/Cayenne,,,,,,,
,America/Cayman,,,,,,,
,America/Chicago,,,,,,,
,America/Chihuahua,,,,,,,
,America/Costa Rica,,,,,,,
,America/Creston,,,,,,,
,America/Cuiaba,,,,,,,
,America/Curacao,,,,,,,
,America/Danmarkshavn,,,,,,,
,America/Dawson,,,,,,,
,America/Dawson Creek,,,,,,,
,America/Denver,,,,,,,
,America/Detroit,,,,,,,
,America/Dominica,,,,,,,
,America/Edmonton,,,,,,,
,America/Eirunepe,,,,,,,
,America/El Salvador,,,,,,,
,America/Fort Nelson,,,,,,,
,America/Fortaleza,,,,,,,
,America/Glace Bay,,,,,,,
,America/Goose Bay,,,,,,,
,America/Grand Turk,,,,,,,
,America/Grenada,,,,,,,
,America/Guadeloupe,,,,,,,
,America/Guatemala,,,,,,,
,America/Guayaquil,,,,,,,
,America/Guyana,,,,,,,
,America/Halifax,,,,,,,
,America/Havana,,,,,,,
,America/Hermosillo,,,,,,,
,America/Indiana/Indianapolis,,,,,,,
,America/Indiana/Knox,,,,,,,
,America/Indiana/Marengo,,,,,,,
,America/Indiana/Petersburg,,,,,,,
,America/Indiana/Tell City,,,,,,,
,America/Indiana/Vevay,,,,,,,
,America/Indiana/Vincennes,,,,,,,
,America/Indiana/Winamac,,,,,,,
,America/Inuvik,,,,,,,
,America/Iqaluit,,,,,,,
,America/Jamaica,,,,,,,
,America/Juneau,,,,,,,
,America/Kentucky/Louisville,,,,,,,
,America/Kentucky/Monticello,,,,,,,
,America/Kralendijk,,,,,,,
,America/La Paz,,,,,,,
,America/Lima,,,,,,,
,America/Los Angeles,,,,,,,
,America/Lower Princes,,,,,,,
,America/Maceio,,,,,,,
,America/Managua,,,,,,,
,America/Manaus,,,,,,,
,America/Marigot,,,,,,,
,America/Martinique,,,,,,,
,America/Matamoros,,,,,,,
,America/Mazatlan,,,,,,,
,America/Menominee,,,,,,,
,America/Merida,,,,,,,
,America/Metlakatla,,,,,,,
,America/Mexico City,,,,,,,
,America/Miquelon,,,,,,,
,America/Moncton,,,,,,,
,America/Monterrey,,,,,,,
,America/Montevideo,,,,,,,
,America/Montserrat,,,,,,,
,America/Nassau,,,,,,,
,America/New York,,,,,,,
,America/Nipigon,,,,,,,
,America/Nome,,,,,,,
,America/Noronha,,,,,,,
,America/North Dakota/Beulah,,,,,,,
,America/North Dakota/Center,,,,,,,
,America/North Dakota/New Salem,,,,,,,
,America/Nuuk,,,,,,,
,America/Ojinaga,,,,,,,
,America/Panama,,,,,,,
,America/Pangnirtung,,,,,,,
,America/Paramaribo,,,,,,,
,America/Phoenix,,,,,,,
,America/Port of Spain,,,,,,,
,America/Port-au-Prince,,,,,,,
,America/Porto Velho,,,,,,,
,America/Puerto Rico,,,,,,,
,America/Punta Arenas,,,,,,,
,America/Rainy River,,,,,,,
,America/Rankin Inlet,,,,,,,
,America/Recife,,,,,,,
,America/Regina,,,,,,,
,America/Resolute,,,,,,,
,America/Rio Branco,,,,,,,
,America/Santarem,,,,,,,
,America/Santiago,,,,,,,
,America/Santo Domingo,,,,,,,
,America/Sao Paulo,,,,,,,
,America/Scoresbysund,,,,,,,
,America/Sitka,,,,,,,
,America/St Barthelemy,,,,,,,
,America/St Johns,,,,,,,
,America/St Kitts,,,,,,,
,America/St Lucia,,,,,,,
,America/St Thomas,,,,,,,
,America/St Vincent,,,,,,,
,America/Swift Current,,,,,,,
,America/Tegucigalpa,,,,,,,
,America/Thule,,,,,,,
,America/Thunder Bay,,,,,,,
,America/Tijuana,,,,,,,
,America/Toronto,,,,,,,
,America/Tortola,,,,,,,
,America/Vancouver,,,,,,,
,America/Whitehorse,,,,,,,
,America/Winnipeg,,,,,,,
,America/Yakutat,,,,,,,
,America/Yellowknife,,,,,,,
,Antarctica/Casey,,,,,,,
,Antarctica/Davis,,,,,,,
,Antarctica/DumontDUrville,,,,,,,
,Antarctica/Macquarie,,,,,,,
,Antarctica/Mawson,,,,,,,
,Antarctica/McMurdo,,,,,,,
,Antarctica/Palmer,,,,,,,
,Antarctica/Rothera,,,,,,,
,Antarctica/Syowa,,,,,,,
,Antarctica/Troll,,,,,,,
,Antarctica/Vostok,,,,,,,
,Arctic/Longyearbyen,,,,,,,
,Asia/Aden,,,,,,,
,Asia/Almaty,,,,,,,
,Asia/Amman,,,,,,,
,Asia/Anadyr,,,,,,,
,Asia/Aqtau,,,,,,,
,Asia/Aqtobe,,,,,,,
,Asia/Ashgabat,,,,,,,
,Asia/Atyrau,,,,,,,
,Asia/Baghdad,,,,,,,
,Asia/Bahrain,,,,,,,
,Asia/Baku,,,,,,,
,Asia/Bangkok,,,,,,,
,Asia/Barnaul,,,,,,,
,Asia/Beirut,,,,,,,
,Asia/Bishkek,,,,,,,
,Asia/Brunei,,,,,,,
,Asia/Chita,,,,,,,
,Asia/Choibalsan,,,,,,,
,Asia/Colombo,,,,,,,
,Asia/Damascus,,,,,,,
,Asia/Dhaka,,,,,,,
,Asia/Dili,,,,,,,
,Asia/Dubai,,,,,,,
,Asia/Dushanbe,,,,,,,
,Asia/Famagusta,,,,,,,
,Asia/Gaza,,,,,,,
,Asia/Hebron,,,,,,,
,Asia/Ho Chi Minh,,,,,,,
,Asia/Hong Kong,,,,,,,
,Asia/Hovd,,,,,,,
,Asia/Irkutsk,,,,,,,
,Asia/Jakarta,,,,,,,
,Asia/Jayapura,,,,,,,
,Asia/Jerusalem,,,,,,,
,Asia/Kabul,,,,,,,
,Asia/Kamchatka,,,,,,,
,Asia/Karachi,,,,,,,
,Asia/Kathmandu,,,,,,,
,Asia/Khandyga,,,,,,,
,Asia/Kolkata,,,,,,,
,Asia/Krasnoyarsk,,,,,,,
,Asia/Kuala Lumpur,,,,,,,
,Asia/Kuching,,,,,,,
,Asia/Kuwait,,,,,,,
,Asia/Macau,,,,,,,
,Asia/Magadan,,,,,,,
,Asia/Makassar,,,,,,,
,Asia/Manila,,,,,,,
,Asia/Muscat,,,,,,,
,Asia/Nicosia,,,,,,,
,Asia/Novokuznetsk,,,,,,,
,Asia/Novosibirsk,,,,,,,
,Asia/Omsk,,,,,,,
,Asia/Oral,,,,,,,
,Asia/Phnom Penh,,,,,,,
,Asia/Pontianak,,,,,,,
,Asia/Pyongyang,,,,,,,
,Asia/Qatar,,,,,,,
,Asia/Qostanay,,,,,,,
,Asia/Qyzylorda,,,,,,,
,Asia/Riyadh,,,,,,,
,Asia/Sakhalin,,,,,,,
,Asia/Samarkand,,,,,,,
,Asia/Seoul,,,,,,,
,Asia/Shanghai,,,,,,,
,Asia/Singapore,,,,,,,
,Asia/Srednekolymsk,,,,,,,
,Asia/Taipei,,,,,,,
,Asia/Tashkent,,,,,,,
,Asia/Tbilisi,,,,,,,
,Asia/Tehran,,,,,,,
,Asia/Thimphu,,,,,,,
,Asia/Tokyo,,,,,,,
,Asia/Tomsk,,,,,,,
,Asia/Ulaanbaatar,,,,,,,
,Asia/Urumqi,,,,,,,
,Asia/Ust-Nera,,,,,,,
,Asia/Vientiane,,,,,,,
,Asia/Vladivostok,,,,,,,
,Asia/Yakutsk,,,,,,,
,Asia/Yangon,,,,,,,
,Asia/Yekaterinburg,,,,,,,
,Asia/Yerevan,,,,,,,
,Atlantic/Azores,,,,,,,
,Atlantic/Bermuda,,,,,,,
,Atlantic/Canary,,,,,,,
,Atlantic/Cape Verde,,,,,,,
,Atlantic/Faroe,,,,,,,
,Atlantic/Madeira,,,,,,,
,Atlantic/Reykjavik,,,,,,,
,Atlantic/South Georgia,,,,,,,
,Atlantic/St Helena,,,,,,,
,Atlantic/Stanley,,,,,,,
,Australia/Adelaide,,,,,,,
,Australia/Brisbane,,,,,,,
,Australia/Broken Hill,,,,,,,
,Australia/Darwin,,,,,,,
,Australia/Eucla,,,,,,,
,Australia/Hobart,,,,,,,
,Australia/Lindeman,,,,,,,
,Australia/Lord Howe,,,,,,,
,Australia/Melbourne,,,,,,,
,Australia/Perth,,,,,,,
,Australia/Sydney,,,,,,,
,Europe/Amsterdam,,,,,,,
,Europe/Andorra,,,,,,,
,Europe/Astrakhan,,,,,,,
,Europe/Athens,,,,,,,
,Europe/Belgrade,,,,,,,
,Europe/Berlin,,,,,,,
,Europe/Bratislava,,,,,,,
,Europe/Brussels,,,,,,,
,Europe/Bucharest,,,,,,,
,Europe/Budapest,,,,,,,
,Europe/Busingen,,,,,,,
,Europe/Chisinau,,,,,,,
,Europe/Copenhagen,,,,,,,
,Europe/Dublin,,,,,,,
,Europe/Gibraltar,,,,,,,
,Europe/Guernsey,,,,,,,
,Europe/Helsinki,,,,,,,
,Europe/Isle of Man,,,,,,,
,Europe/Istanbul,,,,,,,
,Europe/Jersey,,,,,,,
,Europe/Kaliningrad,,,,,,,
,Europe/Kiev,,,,,,,
,Europe/Kirov,,,,,,,
,Europe/Lisbon,,,,,,,
,Europe/Ljubljana,,,,,,,
,Europe/London,,,,,,,
,Europe/Luxembourg,,,,,,,
,Europe/Madrid,,,,,,,
,Europe/Malta,,,,,,,
,Europe/Mariehamn,,,,,,,
,Europe/Minsk,,,,,,,
,Europe/Monaco,,,,,,,
,Europe/Moscow,,,,,,,
,Europe/Oslo,,,,,,,
,Europe/Paris,,,,,,,
,Europe/Podgorica,,,,,,,
,Europe/Prague,,,,,,,
,Europe/Riga,,,,,,,
,Europe/Rome,,,,,,,
,Europe/Samara,,,,,,,
,Europe/San Marino,,,,,,,
,Europe/Sarajevo,,,,,,,
,Europe/Saratov,,,,,,,
,Europe/Simferopol,,,,,,,
,Europe/Skopje,,,,,,,
,Europe/Sofia,,,,,,,
,Europe/Stockholm,,,,,,,
,Europe/Tallinn,,,,,,,
,Europe/Tirane,,,,,,,
,Europe/Ulyanovsk,,,,,,,
,Europe/Uzhgorod,,,,,,,
,Europe/Vaduz,,,,,,,
,Europe/Vatican,,,,,,,
,Europe/Vienna,,,,,,,
,Europe/Vilnius,,,,,,,
,Europe/Volgograd,,,,,,,
,Europe/Warsaw,,,,,,,
,Europe/Zagreb,,,,,,,
,Europe/Zaporozhye,,,,,,,
,Europe/Zurich,,,,,,,
,Indian/Antananarivo,,,,,,,
,Indian/Chagos,,,,,,,
,Indian/Christmas,,,,,,,
,Indian/Cocos,,,,,,,
,Indian/Comoro,,,,,,,
,Indian/Kerguelen,,,,,,,
,Indian/Mahe,,,,,,,
,Indian/Maldives,,,,,,,
,Indian/Mauritius,,,,,,,
,Indian/Mayotte,,,,,,,
,Indian/Reunion,,,,,,,
,Pacific/Apia,,,,,,,
,Pacific/Auckland,,,,,,,
,Pacific/Bougainville,,,,,,,
,Pacific/Chatham,,,,,,,
,Pacific/Chuuk,,,,,,,
,Pacific/Easter,,,,,,,
,Pacific/Efate,,,,,,,
,Pacific/Enderbury,,,,,,,
,Pacific/Fakaofo,,,,,,,
,Pacific/Fiji,,,,,,,
,Pacific/Funafuti,,,,,,,
,Pacific/Galapagos,,,,,,,
,Pacific/Gambier,,,,,,,
,Pacific/Guadalcanal,,,,,,,
,Pacific/Guam,,,,,,,
,Pacific/Honolulu,,,,,,,
,Pacific/Kiritimati,,,,,,,
,Pacific/Kosrae,,,,,,,
,Pacific/Kwajalein,,,,,,,
,Pacific/Majuro,,,,,,,
,Pacific/Marquesas,,,,,,,
,Pacific/Midway,,,,,,,
,Pacific/Nauru,,,,,,,
,Pacific/Niue,,,,,,,
,Pacific/Norfolk,,,,,,,
,Pacific/Noumea,,,,,,,
,Pacific/Pago Pago,,,,,,,
,Pacific/Palau,,,,,,,
,Pacific/Pitcairn,,,,,,,
,Pacific/Pohnpei,,,,,,,
,Pacific/Port Moresby,,,,,,,
,Pacific/Rarotonga,,,,,,,
,Pacific/Saipan,,,,,,,
,Pacific/Tahiti,,,,,,,
,Pacific/Tarawa,,,,,,,
,Pacific/Tongatapu,,,,,,,
,Pacific/Wake,,,,,,,
,Pacific/Wallis,,,,,,,
,UTC,,,,,,,
,Email address,,,,,,Sähköpostiosoite,
,A valid email address. All emails from the system will be sent to this address. The email address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by email.,,,,,,Oikeamuotoinen sähköpostiosoite. Järjestelmä lähettää kaikki sähköpostiviestit tähän osoitteeseen. Osoitetta ei julkaista ja sitä käytetään vain jos tarvitset uuden salasanan tai pyydät lähettämään tiedotteita tai ilmoituksia sähköpostitse.,
,"Several special characters are allowed, including space, period (.), hyphen (-), apostrophe ('), underscore (_), and the @ sign.",,,,,,"Monet erikoismerkit ovat sallittuja, kuten välilyönti, piste (.), yhdysmerkki (-), lainausmerkki ('), alaviiva (_) ja @-merkki.",
,Confirm password,,,,,,Vahvista salasana,
,"To change the current user password, enter the new password in both fields.",,,,,,"Vaihtaaksesi nykyisen salasanan, kirjoita uusi salasana molempiin kenttiin.",
,This is also assumed to be the primary language of this account's profile information.,,,,,,Tämän oletetaan olevan myös pääkieli tämän käyttäjätilin profiilitiedoille.,
,This account's preferred language for emails.,,,,,,Tämän tunnuksen suosima sähköpostin lähetykseen käytettävä kieli.,
,Site language,,,,,,Sivuston kieli,
,- No preference -,,,,,,,
,Administration pages language,,,,,,Ylläpitosivujen kieli,
,Language settings,,,,,,Kieliasetukset,
,URL alias,,,,,,Osoitealias,
,"Specify an alternative path by which this data can be accessed. For example, type ""/about"" when writing an about page.",,,,,,"Määrittele valinnainen polku mistä tämä sisältö on katseltavissa. Esimerkiksi kirjoita ""/yhteystiedot"" jos olet tekemässä yhteystiedot-sivua.",
,Save,,,,,,Tallenna,
,Index,,,,,,Indeksi,
,Run cron,,,,,,Suorita cron-ajo,
,Run updates,,,,,,Suorita päivitykset,
,Flush CSS and Javascript,,,,,,,
,Flush plugins cache,,,,,,,
,Flush static cache,,,,,,,
,Flush routing and links cache,,,,,,,
,Flush twig cache,,,,,,,
,Flush render cache,,,,,,,
,Rebuild theme registry,,,,,,,
,Flush views cache,,,,,,,
,Flush all caches,,,,,,Tyhjennä kaikki välimuistit,
,Logout,,,,,,Kirjaudu ulos,
,Tools,,,,,,Tools,
,@label,,,,,,@label,
,Add content,,,,,,Lisää sisältöä,
,Add media,,,,,,Lisää mediatiedosto,
,Integrations,,,,,,Integraatiot,
,Block layout,,,,,,Lohkojen sijoittelu,
,View modes,,,,,,Näyttötavat,
,Form modes,,,,,,Lomakkeiden muodot,
,Display modes,,,,,,Esitystavat,
,Add media type,,,,,,,
,Media types,,,,,,Mediatyypit,
,Add menu,,,,,,Lisää valikko,
,Menus,,,,,,Valikot,
,Add content type,,,,,,Lisää sisältötyyppi,
,Content types,,,,,,Sisältötyypit,
,Add vocabulary,,,,,,Lisää sanasto,
,Taxonomy,,,,,,Luokittelu,
,Add view,,,,,,Lisää näkymä,
,Views,,,,,,Näkymät,
,Add paragraph type,,,,,,,
,All types,,,,,,Kaikki tyypit,
,Paragraph types,,,,,,,
,Webforms,,,,,,Verkkolomakkeet,
,Structure,,,,,,Rakenne,
,Settings,,,,,,Asetukset,
,Appearance,,,,,,Ulkoasu,
,Uninstall module,,,,,,,
,Extend,,,,,,Laajenna,
,Crop types,,,,,,,
,Image styles,,,,,,Kuvatyylit,
,Media settings,,,,,,Media-asetukset,
,Media Library settings,,,,,,,
,Responsive image styles,,,,,,Responsiivisten kuvien tyylit,
,File system,,,,,,Tiedostojärjestelmä,
,Image toolkit,,,,,,Kuvatyökalut,
,RSS publishing,,,,,,RSS-julkaiseminen,
,Social media settings,,,,,,,
,REST,,,,,,,
,Web services,,,,,,Verkkopalvelut,
,Configuration synchronization,,,,,,Asetusten synkronointi,
,Maintenance mode,,,,,,Huoltotila,
,Performance,,,,,,Suorituskyky,
,Logging and errors,,,,,,Loggaus ja virheet,
,Development,,,,,,Development,
,Configuration translation,,,,,,Asetusten kääntäminen,
,Content language and translation,,,,,,Sisällön kieli ja kääntäminen,
,User interface translation,,,,,,Käyttöliittymän kääntäminen,
,Regional settings,,,,,,Aluekohtaiset asetukset,
,Date and time formats,,,,,,Päivämäärä- ja aikamuodot,
,Regional and language,,,,,,Alue ja kieli,
,URL aliases,,,,,,Osoitealiakset,
,Metatag,,,,,,Metatunniste,
,URL redirects,,,,,,Osoiteuudelleenohjaukset,
,Simple XML Sitemap,,,,,,XML-sivustokartta,
,Search and metadata,,,,,,Haku ja metadata,
,Basic site settings,,,,,,Sivuston perusasetukset,
,Cron,,,,,,Cron,
,Delete orphaned composite entities,,,,,,,
,EU Cookie Compliance,,,,,,,
,System,,,,,,Järjestelmä,
,Easy breadcrumb,,,,,,,
,User interface,,,,,,Käyttöliittymä,
,Workflow,,,,,,Työnkulku,
,Diff,,,,,,,
,Text formats and editors,,,,,,Tekstimuodot ja työkalut,
,Entity Usage Settings,,,,,,,
,Linkit,,,,,,,
,Paragraphs settings,,,,,,,
,Paragraphs library item settings,,,,,,Uudelleenkäytettävän lohkon asetukset,
,Scheduler,,,,,,Ajastin,
,Content authoring,,,,,,Sisällön luonti,
,Account settings,,,,,,Käyttäjätilin asetukset,
,Configuration,,,,,,Asetukset,
,Used in views,,,,,,Käytetään näkymissä,
,Field list,,,,,,Kenttälista,
,Available translation updates,,,,,,Käännösten saatavilla olevat päivitykset,
,Status report,,,,,,Tilanneraportti,
,Views plugins,,,,,,Näkymien laajennukset,
,Metatag plugins,,,,,,Metatunnisteen lisäosat,
,Webform plugins,,,,,,,
,Reports,,,,,,Raportit,
,Add user,,,,,,Lisää käyttäjä,
,Permissions,,,,,,Käyttöoikeudet,
,Add role,,,,,,Lisää rooli,
,Site information,,,,,,Sivuston tiedot,
,Site settings,,,,,,Sivuston asetukset,
,Header top navigation menu links,,,,,,Ylätunniste - Universaalinavigaatio,
,Header branding navigation menu links,,,,,,Ylätunniste - Toimintavalikko,
,Main menu,,,,,,Päävalikko,
,Footer top navigation menu links,,,,,,Alatunniste - Ylävalikko,
,Footer bottom navigation menu links,,,,,,Alatunniste - Alavalikko,
,HDBT - Component library,,,,,,HDBT - Komponenttikirjasto,
,User interface translations,,,,,,Käyttöliittymän kääntäminen,
,List of integration content,,,,,,,
,Manage paragraphs library items.,,,,,,,
,Content management helper pages.,,,,,,,
,Configure what block content appears in your site's sidebars and other regions.,,,,,,"Valitse lohkot, jotka näytetään sivujen laidoilla ja muilla alueilla.",
,"Create and manage fields, forms, and display settings for your content.",,,,,,"Luo ja hallinnoi kenttiä, lomakkeita ja sisällön näkymisen asetuksia.",
,Manage custom form modes.,,,,,,Hallitse kustomoituja lomakkeiden muotoja.,
,Manage custom view modes.,,,,,,Hallitse kustomoituja näyttötapoja.,
,Configure what displays are available for your content and forms.,,,,,,"Säädä, mitkä esitystavat ovat käytettävissä sisällössäsi ja lomakkeissasi.",
,Manage media types.,,,,,,,
,Manage menus and menu links.,,,,,,Hallinnoi valikoita ja valikoiden linkkejä.,
,Create and manage Paragraph types.,,,,,,,
,"Manage tagging, categorization, and classification of your content.",,,,,,Luokittele ja järjestele sisältöä.,
,Manage customized lists of content.,,,,,,Hallinnoi räätälöityjä listauksia sisällöstä.,
,Create webforms and manage submissions.,,,,,,,
,"Administer blocks, content types, menus, etc.",,,,,,"Ylläpidä lohkoja, sisältötyyppejä, valikoita jne.",
,Select and configure themes.,,,,,,,
,Add and enable modules to extend site functionality.,,,,,,Lisää ja ota käyttöön moduuleita laajentaaksesi sivustosi toimintoja.,
,"Configure default user account settings, including fields, registration requirements, and email messages.",,,,,,"Säädä käyttäjätilien asetuksia, kuten kenttiä, rekisteröintivaatimuksia ja sähköpostiviestejä.",
,Configure user accounts.,,,,,,Säädä käyttäjätilejä.,
,"Change site name, email address, slogan, default front page, and error pages.",,,,,,"Vaihda sivuston nimeä, sähköpostiosoitetta, tunnuslausetta, etusivua ja virhesivuja.",
,Make your website compliant with the EU Directive on Privacy and Electronic Communications.,,,,,,,
,Manage automatic site maintenance tasks.,,,,,,Ylläpidä sivuston automaattisia ylläpitotehtäviä.,
,Delete revisions of entities that are no longer used in Entity Reference Revisions fields.,,,,,,,
,"Configure basic site settings, actions, and cron.",,,,,,"Säädä sivuston perusasetuksia, toimenpiteitä ja cronia.",
,Configure how entity fields are compared.,,,,,,,
,Configure Entity Usage settings,,,,,,,
,Manage Linkit profiles.,,,,,,,
,Configure Paragraphs library item.,,,,,,,
,Configure settings for scheduled publishing and unpublishing.,,,,,,,
,"Select and configure text editors, and how content is filtered when displayed.",,,,,,"Valitse ja säädä tekstieditoreita, ja kuinka sisältöä suodatetaan katseltaessa.",
,Configure content formatting and authoring.,,,,,,Säädä sisällön muotoilua ja syöttämistä.,
,Controls settings for the module Easy Breadcrumb,,,,,,,
,Configure the administrative user interface.,,,,,,Säädä ylläpidon käyttöliittymää.,
,Configure caching and bandwidth optimization.,,,,,,Säädä välimuistia ja optimoi kaistan käyttöä.,
,Configure the display of error messages and database logging.,,,,,,Virheviestien ja tietokantalokituksen asetukset.,
,Take the site offline for updates and other maintenance tasks.,,,,,,Aseta sivusto huoltotilaan päivityksiä ja muita huoltotoimenpiteitä varten.,
