msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Europe/Skopje,,,,,,,
,Europe/Sofia,,,,,,,
,Europe/Stockholm,,,,,,,
,Europe/Tallinn,,,,,,,
,Europe/Tirane,,,,,,,
,Europe/Ulyanovsk,,,,,,,
,Europe/Uzhgorod,,,,,,,
,Europe/Vaduz,,,,,,,
,Europe/Vatican,,,,,,,
,Europe/Vienna,,,,,,,
,Europe/Vilnius,,,,,,,
,Europe/Volgograd,,,,,,,
,Europe/Warsaw,,,,,,,
,Europe/Zagreb,,,,,,,
,Europe/Zaporozhye,,,,,,,
,Europe/Zurich,,,,,,,
,Indian/Antananarivo,,,,,,,
,Indian/Chagos,,,,,,,
,Indian/Christmas,,,,,,,
,Indian/Cocos,,,,,,,
,Indian/Comoro,,,,,,,
,Indian/Kerguelen,,,,,,,
,Indian/Mahe,,,,,,,
,Indian/Maldives,,,,,,,
,Indian/Mauritius,,,,,,,
,Indian/Mayotte,,,,,,,
,Indian/Reunion,,,,,,,
,Pacific/Apia,,,,,,,
,Pacific/Auckland,,,,,,,
,Pacific/Bougainville,,,,,,,
,Pacific/Chatham,,,,,,,
,Pacific/Chuuk,,,,,,,
,Pacific/Easter,,,,,,,
,Pacific/Efate,,,,,,,
,Pacific/Enderbury,,,,,,,
,Pacific/Fakaofo,,,,,,,
,Pacific/Fiji,,,,,,,
,Pacific/Funafuti,,,,,,,
,Pacific/Galapagos,,,,,,,
,Pacific/Gambier,,,,,,,
,Pacific/Guadalcanal,,,,,,,
,Pacific/Guam,,,,,,,
,Pacific/Honolulu,,,,,,,
,Pacific/Kiritimati,,,,,,,
,Pacific/Kosrae,,,,,,,
,Pacific/Kwajalein,,,,,,,
,Pacific/Majuro,,,,,,,
,Pacific/Marquesas,,,,,,,
,Pacific/Midway,,,,,,,
,Pacific/Nauru,,,,,,,
,Pacific/Niue,,,,,,,
,Pacific/Norfolk,,,,,,,
,Pacific/Noumea,,,,,,,
,Pacific/Pago Pago,,,,,,,
,Pacific/Palau,,,,,,,
,Pacific/Pitcairn,,,,,,,
,Pacific/Pohnpei,,,,,,,
,Pacific/Port Moresby,,,,,,,
,Pacific/Rarotonga,,,,,,,
,Pacific/Saipan,,,,,,,
,Pacific/Tahiti,,,,,,,
,Pacific/Tarawa,,,,,,,
,Pacific/Tongatapu,,,,,,,
,Pacific/Wake,,,,,,,
,Pacific/Wallis,,,,,,,
,UTC,,,,,,,
,Email address,,,,,,,
,A valid email address. All emails from the system will be sent to this address. The email address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by email.,,,,,,,
,"Several special characters are allowed, including space, period (.), hyphen (-), apostrophe ('), underscore (_), and the @ sign.",,,,,,,
,Confirm password,,,,,,,
,"To change the current user password, enter the new password in both fields.",,,,,,,
,This is also assumed to be the primary language of this account's profile information.,,,,,,,
,This account's preferred language for emails.,,,,,,,
,Site language,,,,,,,
,- No preference -,,,,,,,
,Administration pages language,,,,,,,
,Language settings,,,,,,,
,URL alias,,,,,,,
,"Specify an alternative path by which this data can be accessed. For example, type ""/about"" when writing an about page.",,,,,,,
,Save,,,,,,,
,Index,,,,,,,
,Run cron,,,,,,,
,Run updates,,,,,,,
,Flush CSS and Javascript,,,,,,,
,Flush plugins cache,,,,,,,
,Flush static cache,,,,,,,
,Flush routing and links cache,,,,,,,
,Flush twig cache,,,,,,,
,Flush render cache,,,,,,,
,Rebuild theme registry,,,,,,,
,Flush views cache,,,,,,,
,Flush all caches,,,,,,,
,Logout,,,,,,,
,Tools,,,,,,,
,@label,,,,,,,
,Add content,,,,,,,
,Add media,,,,,,,
,Integrations,,,,,,,
,Block layout,,,,,,,
,View modes,,,,,,,
,Form modes,,,,,,,
,Display modes,,,,,,,
,Add media type,,,,,,,
,Media types,,,,,,,
,Add menu,,,,,,,
,Menus,,,,,,,
,Add content type,,,,,,,
,Content types,,,,,,,
,Add vocabulary,,,,,,,
,Taxonomy,,,,,,,
,Add view,,,,,,,
,Views,,,,,,,
,Add paragraph type,,,,,,,
,All types,,,,,,,
,Paragraph types,,,,,,,
,Webforms,,,,,,,
,Structure,,,,,,,
,Settings,,,,,,,
,Appearance,,,,,,,
,Uninstall module,,,,,,,
,Extend,,,,,,,
,Crop types,,,,,,,
,Image styles,,,,,,,
,Media settings,,,,,,,
,Media Library settings,,,,,,,
,Responsive image styles,,,,,,,
,File system,,,,,,,
,Image toolkit,,,,,,,
,RSS publishing,,,,,,,
,Social media settings,,,,,,,
,REST,,,,,,,
,Web services,,,,,,,
,Configuration synchronization,,,,,,,
,Maintenance mode,,,,,,,
,Performance,,,,,,,
,Logging and errors,,,,,,,
,Development,,,,,,,
,Configuration translation,,,,,,,
,Content language and translation,,,,,,,
,User interface translation,,,,,,,
,Regional settings,,,,,,,
,Date and time formats,,,,,,,
,Regional and language,,,,,,,
,URL aliases,,,,,,,
,Metatag,,,,,,,
,URL redirects,,,,,,,
,Simple XML Sitemap,,,,,,,
,Search and metadata,,,,,,,
,Basic site settings,,,,,,,
,Cron,,,,,,,
,Delete orphaned composite entities,,,,,,,
,EU Cookie Compliance,,,,,,,
,System,,,,,,,
,Easy breadcrumb,,,,,,,
,User interface,,,,,,,
,Workflow,,,,,,,
,Diff,,,,,,,
,Text formats and editors,,,,,,,
,Entity Usage Settings,,,,,,,
,Linkit,,,,,,,
,Paragraphs settings,,,,,,,
,Paragraphs library item settings,,,,,,,
,Scheduler,,,,,,,
,Content authoring,,,,,,,
,Account settings,,,,,,,
,Configuration,,,,,,,
,Used in views,,,,,,,
,Field list,,,,,,,
,Available translation updates,,,,,,,
,Status report,,,,,,,
,Views plugins,,,,,,,
,Metatag plugins,,,,,,,
,Webform plugins,,,,,,,
,Reports,,,,,,,
,Add user,,,,,,,
,Permissions,,,,,,,
,Add role,,,,,,,
,Site information,,,,,,,
,Site settings,,,,,,,
,Header top navigation menu links,,,,,,,
,Header branding navigation menu links,,,,,,,
,Main menu,,,,,,,
,Footer top navigation menu links,,,,,,,
,Footer bottom navigation menu links,,,,,,,
,HDBT - Component library,,,,,,,
,User interface translations,,,,,,,
,List of integration content,,,,,,,
,Manage paragraphs library items.,,,,,,,
,Content management helper pages.,,,,,,,
,Configure what block content appears in your site's sidebars and other regions.,,,,,,,
,"Create and manage fields, forms, and display settings for your content.",,,,,,,
,Manage custom form modes.,,,,,,,
,Manage custom view modes.,,,,,,,
,Configure what displays are available for your content and forms.,,,,,,,
,Manage media types.,,,,,,,
,Manage menus and menu links.,,,,,,,
,Create and manage Paragraph types.,,,,,,,
,"Manage tagging, categorization, and classification of your content.",,,,,,,
,Manage customized lists of content.,,,,,,,
,Create webforms and manage submissions.,,,,,,,
,"Administer blocks, content types, menus, etc.",,,,,,,
,Select and configure themes.,,,,,,,
,Add and enable modules to extend site functionality.,,,,,,,
,"Configure default user account settings, including fields, registration requirements, and email messages.",,,,,,,
,Configure user accounts.,,,,,,,
,"Change site name, email address, slogan, default front page, and error pages.",,,,,,,
,Make your website compliant with the EU Directive on Privacy and Electronic Communications.,,,,,,,
,Manage automatic site maintenance tasks.,,,,,,,
,Delete revisions of entities that are no longer used in Entity Reference Revisions fields.,,,,,,,
,"Configure basic site settings, actions, and cron.",,,,,,,
,Configure how entity fields are compared.,,,,,,,
,Configure Entity Usage settings,,,,,,,
,Manage Linkit profiles.,,,,,,,
,Configure Paragraphs library item.,,,,,,,
,Configure settings for scheduled publishing and unpublishing.,,,,,,,
,"Select and configure text editors, and how content is filtered when displayed.",,,,,,,
,Configure content formatting and authoring.,,,,,,,
,Controls settings for the module Easy Breadcrumb,,,,,,,
,Configure the administrative user interface.,,,,,,,
,Configure caching and bandwidth optimization.,,,,,,,
,Configure the display of error messages and database logging.,,,,,,,
,Take the site offline for updates and other maintenance tasks.,,,,,,,
,Import and export your configuration.,,,,,,,
,Configure and use development tools.,,,,,,,
,Manage crop types.,,,,,,,
,Configure the location of uploaded files and how they are accessed.,,,,,,,
,Configure styles that can be used for resizing or adjusting images on display.,,,,,,,
,Manage Media Library settings.,,,,,,,
,Manage media settings.,,,,,,,
,Manage responsive image styles.,,,,,,,
,Choose which image toolkit to use if you have installed optional toolkits.,,,,,,,
,Add custom URLs to existing paths.,,,,,,,
,Configure Metatag defaults.,,,,,,,
,"Configure, add content to and generate XML sitemaps.",,,,,,,
,Redirect users from one URL to another.,,,,,,,
,"Configure site search, metadata, and search engine optimization.",,,,,,,
,Configure the locale and timezone settings.,,,,,,,
,Configure how dates and times are displayed.,,,,,,,
,"Configure languages for content, interface, and configuration.",,,,,,,
,Configure language and translation support for content.,,,,,,,
,"Configure the import of translation files, and add or customize interface translations.",,,,,,,
,Translate the configuration.,,,,,,,
,"Configure regional settings, localization, and translation.",,,,,,,
,Configure REST server settings.,,,,,,,
,"Configure the site description, the number of items per feed, and whether feeds should be titles/teasers/full-text.",,,,,,,
,Settings page for sharing in social media,,,,,,,
,Manage the content workflow.,,,,,,,
,Administer settings.,,,,,,,
,Get a status report about available interface translations for your installed modules and themes.,,,,,,,
,Overview of fields on all entity types.,,,,,,,
,Overview of plugins used in metatag.,,,,,,,
,Get a status report about your site's operation.,,,,,,,
,Overview of plugins used in all views.,,,,,,,
,Overview of plugins used by the Webform module.,,,,,,,
,"View reports, updates, and errors.",,,,,,,
,Close,,,,,,,
,Toolbar items,,,,,,,
,Return to site content,,,,,,,
,Back to site,,,,,,,
,Admin menu,,,,,,,
,Manage,,,,,,,
,Add view mode,,,,,,,
,Add form mode,,,,,,,
,Manage fields,,,,,,,
,Manage form display,,,,,,,
,Manage display,,,,,,,
,Add link,,,,,,,
,Import,,,,,,,
,Export,,,,,,,
,Detection and selection,,,,,,,
,Add language,,,,,,,
,Add redirect,,,,,,,
,Inclusion,,,,,,,
,Categories,,,,,,,
,Edit permissions,,,,,,,
,Configure the cookie consent popup.,,,,,,,
,Administer cookie categories.,,,,,,,
,Configure behavior for URL redirects.,,,,,,,
,My account,,,,,,,
,Site administration toolbar,,,,,,,
,Administration menu,,,,,,,
,User account actions,,,,,,,
,Breadcrumb,,,,,,,
,View,,,,,,,
,Submissions,,,,,,,
,Translate,,,,,,,
,Tabs display toggle,,,,,,,
,Select language,,,,,,,
,Current language is,,,,,,,
,User account,,,,,,,
,Edit user account,,,,,,,
,View profile,,,,,,,
,Edit profile,,,,,,,
,Log out,,,,,,,
,Status message,,,,,,,
,Error message,,,,,,,
,Warning message,,,,,,,
,Show,,,,,,,
,An AJAX HTTP error occurred.,,,,,,,
,HTTP Result Code: !status,,,,,,,
,An AJAX HTTP request terminated abnormally.,,,,,,,
,Debugging information follows.,,,,,,,
,Path: !uri,,,,,,,
,StatusText: !statusText,,,,,,,
,ResponseText: !responseText,,,,,,,
,ReadyState: !readyState,,,,,,,
,CustomMessage: !customMessage,,,,,,,
,Please wait...,,,,,,,
,The response failed verification so will not be processed.,,,,,,,
,The callback URL is not local and not trusted: !url,,,,,,,
,Changed,,,,,,,
,Collapse,,,,,,,
,Horizontal orientation,,,,,,,
,Vertical orientation,,,,,,,
,The toolbar cannot be set to a horizontal orientation when it is locked.,,,,,,,
,Tray orientation changed to @orientation.,,,,,,,
,closed,,,,,,,
,opened,,,,,,,
,"Tray ""@tray"" @action.",,,,,,,
,Tray @action.,,,,,,,
,Passwords match:,,,,,,,
,yes,,,,,,,
,no,,,,,,,
,Password strength:,,,,,,,
,Recommendations to make your password stronger:,,,,,,,
,Make it at least 12 characters,,,,,,,
,Add lowercase letters,,,,,,,
,Add uppercase letters,,,,,,,
,Add numbers,,,,,,,
,Add punctuation,,,,,,,
,Make it different from your username,,,,,,,
,Weak,,,,,,,
,Fair,,,,,,,
,Good,,,,,,,
,Strong,,,,,,,
,Default,,,,,,,
,The changes have been saved.,,,,,,,
,Current password,,,,,,,
,"Required if you want to change the %mail or %pass below. <a href="":request_new_url"" title=""Send password reset instructions via email."">Reset your password</a>.",,,,,,,
,"<p><a href=""#"">Search for contacts and phone numbers</a></p><p><a href=""#"" class=""hds-button hds-button--secondary""><span aria-hidden=""true"" class=""hds-icon hds-icon--phone""></span><span class=""hds-button__label"">Helsinki-info 09 310 1691</span></a></p>",,,,,,,
,Contact information,,,,,,,
,Essential,,,,,,,
,Marketing,,,,,,,
,English,,,,,,,
,Breadcrumbs,,,,,,,
,Main page content,,,,,,,
,Primary admin actions,,,,,,,
,Status messages,,,,,,,
,Page title,,,,,,,
,Secondary tabs,,,,,,,
,Administration,,,,,,,
,Site branding,,,,,,,
,Tabs,,,,,,,
,Register,,,,,,,
,Search index,,,,,,,
,Search result highlighting input,,,,,,,
,Teaser,,,,,,,
,Taxonomy term page,,,,,,,
,Compact,,,,,,,
,Large (480×480),,,,,,,
,Media Library thumbnail (220×220),,,,,,,
,Medium (220×220),,,,,,,
,Thumbnail (100×100),,,,,,,
,Not specified,,,,,,,
,Not applicable,,,,,,,
,Delete media,,,,,,,
,Publish media,,,,,,,
,Save media,,,,,,,
,Unpublish media,,,,,,,
,Delete content,,,,,,,
,Make content sticky,,,,,,,
,Make content unsticky,,,,,,,
,Promote content to front page,,,,,,,
,Publish content,,,,,,,
,Save content,,,,,,,
,Remove content from front page,,,,,,,
,Unpublish content,,,,,,,
,Update URL alias,,,,,,,
,Publish taxonomy term,,,,,,,
,Unpublish taxonomy term,,,,,,,
,Update,,,,,,,
,Block the selected user(s),,,,,,,
,Cancel the selected user account(s),,,,,,,
,Unblock the selected user(s),,,,,,,
,@site is currently under maintenance. We should be back shortly. Thank you for your patience.,,,,,,,
,User account menu,,,,,,,
,Links related to the active user account,,,,,,,
,Administrative task links,,,,,,,
,"User tool links, often added by modules",,,,,,,
,"[user:display-name],

A request to cancel your account has been made at [site:name].

You may now cancel your account on [site:url-brief] by clicking this link or copying and pasting it into your browser:

[user:cancel-url]

NOTE: The cancellation of your account is not reversible.

This link expires in one day and nothing will happen if it is not used.

--  [site:name] team",,,,,,,
,Account cancellation request for [user:display-name] at [site:name],,,,,,,
,"[user:display-name],

A request to reset the password for your account has been made at [site:name].

You may now log in by clicking this link or copying and pasting it into your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password. It expires after one day and nothing will happen if it's not used.

--  [site:name] team",,,,,,,
,Replacement login information for [user:display-name] at [site:name],,,,,,,
,"[user:display-name],

A site administrator at [site:name] has created an account for you. You may now log in by clicking this link or copying and pasting it into your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password.

After setting your password, you will be able to log in at [site:login-url] in the future using:

username: [user:name]
password: Your password

--  [site:name] team",,,,,,,
,An administrator created an account for you at [site:name],,,,,,,
,"[user:display-name],

Thank you for registering at [site:name]. You may now log in by clicking this link or copying and pasting it into your browser:

[user:one-time-login-url]

This link can only be used once to log in and will lead you to a page where you can set your password.

After setting your password, you will be able to log in at [site:login-url] in the future using:

username: [user:name]
password: Your password

--  [site:name] team",,,,,,,
,Account details for [user:display-name] at [site:name],,,,,,,
,"[user:display-name],

Thank you for registering at [site:name]. Your application for an account is currently pending approval. Once it has been approved, you will receive another email containing information about how to log in, set your password, and other details.

--  [site:name] team",,,,,,,
,Account details for [user:display-name] at [site:name] (pending admin approval),,,,,,,
,"[user:display-name] has applied for an account.

[user:edit-url]",,,,,,,
,Account details for [user:display-name] at [site:name] (approved),,,,,,,
,Account details for [user:display-name] at [site:name] (blocked),,,,,,,
,Account details for [user:display-name] at [site:name] (canceled),,,,,,,
,Anonymous,,,,,,,
,Search,,,,,,,
,No results found.,,,,,,,
,TPR unit list,,,,,,,
,TPR Units,,,,,,,
,Watchdog,,,,,,,
,Recent log messages,,,,,,,
,Icon,,,,,,,
,Severity,,,,,,,
,Date,,,,,,,
,Message,,,,,,,
,No log messages available.,,,,,,,
,Title for the hero block. This will be used as the level 1 heading for the page instead of the regular page title if hero is added on the page.,,,,,,,
,Title for the liftup with image block.,,,,,,,
,The title of the list of links paragraph.,,,,,,,
,Label,,,,,,,
,Summary,,,,,,,
,Entity Reference,,,,,,,
,Combine fields filter,,,,,,,
,@title [%language translation],,,,,,,
,"There are no menu links yet. <a href="":url"">Add link</a>.",,,,,,,
,Determines the content language from a request parameter.,,,,,,,
,The maximum number of media items have been selected.,,,,,,,
,Add or select media,,,,,,,
,No media items are selected.,,,,,,,
,Opening media library.,,,,,,,
,Lead,,,,,,,
,Liftup image,,,,,,,
,Hero,,,,,,,
,Check this box if you want to use hero-block on the page. If you choose this the heros title field will define the heading level 1 title for the page.,,,,,,,
,Design,,,,,,,
,Choose the paragraph design from the dropdown.,,,,,,,
,Items heading level,,,,,,,
,Select the heading level of the accordion so that they are semantically correct with the rest of the content.,,,,,,,
,Choose the paragraph design from the dropdown. ,,,,,,,
,Link design,,,,,,,
,Choose what kind of design you want to use for the link button. If you don't add a link to the banner you can ignore this field.,,,,,,,
,Left column,,,,,,,
,Right column,,,,,,,
,Gallery slides,,,,,,,
,Create gallery slides here by choosing image from media library and optionally writing a caption to go with it.,,,,,,,
,Caption for the image,,,,,,,
,Choose the paragraph design from the dropdown. Depending on what design you choose there may be different fields that you need to fill.,,,,,,,
,Choose what kind of design you want to use for the link button. ,,,,,,,
,Image file,,,,,,,
,Add the image file that you want to use from media-library.,,,,,,,
,Use original aspect ratio,,,,,,,
,If you have to use the original aspect ratio of the image you can do so by choosing this option. However it is recommended to let the system crop your image so that it will look balanced on the page.,,,,,,,
,Aligned to the center,,,,,,,
,Aligned to the left,,,,,,,
,Full colour background,,,,,,,
,Only borders,,,,,,,
,No borders or background colour,,,,,,,
,Divided 50/50,,,,,,,
,Divided 30/70,,,,,,,
,Divided 70/30,,,,,,,
,Coat of Arms,,,,,,,
,Gold,,,,,,,
,Silver,,,,,,,
,Brick,,,,,,,
,Bus,,,,,,,
,Copper,,,,,,,
,Fog,,,,,,,
,Summer,,,,,,,
,Tram,,,,,,,
,"Without image, align left",,,,,,,
,"Without image, align center",,,,,,,
,Image on the right,,,,,,,
,Image on the left,,,,,,,
,Image on the bottom,,,,,,,
,Background image,,,,,,,
,Diagonal,,,,,,,
,Image on right,,,,,,,
,Image on left,,,,,,,
,"Background image, text on right",,,,,,,
,"Background image, text on left",,,,,,,
,With image,,,,,,,
,Without image,,,,,,,
,Without image and description,,,,,,,
,Landing page,,,,,,,
,Content type for pages which serves as an entry point for a particular section of the site. Use landing page when you want to create a collection of links and information about a certain subject. ,,,,,,,
,Accordion,,,,,,,
,Accordion paragraph is used to store information that is perhaps not so relevant to all website users in a compact element that collapses the additional information behind a title.,,,,,,,
,Accordion item,,,,,,,
,One item in an accordion that includes title and content.,,,,,,,
,Banner,,,,,,,
,Banner is a simple full-width element that you can use to promote for example important links or phone numbers. ,,,,,,,
,Gallery,,,,,,,
,Using this paragraph you can create galleries from multiple images.,,,,,,,
,Gallery slide,,,,,,,
,One slide in the gallery that can include image and caption.,,,,,,,
,Very diverse paragraph that covers a large area of the content and is traditionally placed on top of the page.,,,,,,,
,Liftup with image,,,,,,,
,Liftup with image is a fairly large element that you can use to promote content with large image next to the text.,,,,,,,
,List of links,,,,,,,
,List of internal or external links. Different designs available.,,,,,,,
,List of links item,,,,,,,
,One item - a link with metadata - of list of links.,,,,,,,
,List of Links,,,,,,,
,Photographer,,,,,,,
,Write here the name of the photographer of the image.,,,,,,,
,Remote video URL,,,,,,,
,Media type for adding SoundCloud items.,,,,,,,
,Gallery thumbnail,,,,,,,
Address label,Postal code,,,,,,,
,Admin,,,,,,,
,Insert selected,,,,,,,
,Package,,,,,,,
,No results,,,,,,,
,Meta tags,,,,,,,
,Metatags,,,,,,,
,Postal/ZIP code,,,,,,,
,Paragraphs types,,,,,,,
,Conditions,,,,,,,
,Patterns,,,,,,,
,Generate automatic URL alias,,,,,,,
,Uncheck this to create a custom alias below.,,,,,,,
,Joined path,,,,,,,
,"Uncheck this to create a custom alias below. <a href=""@admin_link"">Configure URL alias patterns.</a>",,,,,,,
,The date the node will be published.,,,,,,,
,The date the node will be unpublished.,,,,,,,
,Drag to re-order @entity_types.,,,,,,,
,Change frequency,,,,,,,
,Regenerate all sitemaps after hitting <em>Save</em>,,,,,,,
,Parent unit,,,,,,,
,Alternative main image,,,,,,,
,Alternative image for the main image if you wish to replace the set main image or if there is no image set for the main image field.,,,,,,,
