msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Antarctica/Vostok,,,,,,,
,Arctic/Longyearbyen,,,,,,,
,Asia/Aden,,,,,,,
,Asia/Almaty,,,,,,,
,Asia/Amman,,,,,,,
,Asia/Anadyr,,,,,,,
,Asia/Aqtau,,,,,,,
,Asia/Aqtobe,,,,,,,
,Asia/Ashgabat,,,,,,,
,Asia/Atyrau,,,,,,,
,Asia/Baghdad,,,,,,,
,Asia/Bahrain,,,,,,,
,Asia/Baku,,,,,,,
,Asia/Bangkok,,,,,,,
,Asia/Barnaul,,,,,,,
,Asia/Beirut,,,,,,,
,Asia/Bishkek,,,,,,,
,Asia/Brunei,,,,,,,
,Asia/Chita,,,,,,,
,Asia/Choibalsan,,,,,,,
,Asia/Colombo,,,,,,,
,Asia/Damascus,,,,,,,
,Asia/Dhaka,,,,,,,
,Asia/Dili,,,,,,,
,Asia/Dubai,,,,,,,
,Asia/Dushanbe,,,,,,,
,Asia/Famagusta,,,,,,,
,Asia/Gaza,,,,,,,
,Asia/Hebron,,,,,,,
,Asia/Ho Chi Minh,,,,,,,
,Asia/Hong Kong,,,,,,,
,Asia/Hovd,,,,,,,
,Asia/Irkutsk,,,,,,,
,Asia/Jakarta,,,,,,,
,Asia/Jayapura,,,,,,,
,Asia/Jerusalem,,,,,,,
,Asia/Kabul,,,,,,,
,Asia/Kamchatka,,,,,,,
,Asia/Karachi,,,,,,,
,Asia/Kathmandu,,,,,,,
,Asia/Khandyga,,,,,,,
,Asia/Kolkata,,,,,,,
,Asia/Krasnoyarsk,,,,,,,
,Asia/Kuala Lumpur,,,,,,,
,Asia/Kuching,,,,,,,
,Asia/Kuwait,,,,,,,
,Asia/Macau,,,,,,,
,Asia/Magadan,,,,,,,
,Asia/Makassar,,,,,,,
,Asia/Manila,,,,,,,
,Asia/Muscat,,,,,,,
,Asia/Nicosia,,,,,,,
,Asia/Novokuznetsk,,,,,,,
,Asia/Novosibirsk,,,,,,,
,Asia/Omsk,,,,,,,
,Asia/Oral,,,,,,,
,Asia/Phnom Penh,,,,,,,
,Asia/Pontianak,,,,,,,
,Asia/Pyongyang,,,,,,,
,Asia/Qatar,,,,,,,
,Asia/Qostanay,,,,,,,
,Asia/Qyzylorda,,,,,,,
,Asia/Riyadh,,,,,,,
,Asia/Sakhalin,,,,,,,
,Asia/Samarkand,,,,,,,
,Asia/Seoul,,,,,,,
,Asia/Shanghai,,,,,,,
,Asia/Singapore,,,,,,,
,Asia/Srednekolymsk,,,,,,,
,Asia/Taipei,,,,,,,
,Asia/Tashkent,,,,,,,
,Asia/Tbilisi,,,,,,,
,Asia/Tehran,,,,,,,
,Asia/Thimphu,,,,,,,
,Asia/Tokyo,,,,,,,
,Asia/Tomsk,,,,,,,
,Asia/Ulaanbaatar,,,,,,,
,Asia/Urumqi,,,,,,,
,Asia/Ust-Nera,,,,,,,
,Asia/Vientiane,,,,,,,
,Asia/Vladivostok,,,,,,,
,Asia/Yakutsk,,,,,,,
,Asia/Yangon,,,,,,,
,Asia/Yekaterinburg,,,,,,,
,Asia/Yerevan,,,,,,,
,Atlantic/Azores,,,,,,,
,Atlantic/Bermuda,,,,,,,
,Atlantic/Canary,,,,,,,
,Atlantic/Cape Verde,,,,,,,
,Atlantic/Faroe,,,,,,,
,Atlantic/Madeira,,,,,,,
,Atlantic/Reykjavik,,,,,,,
,Atlantic/South Georgia,,,,,,,
,Atlantic/St Helena,,,,,,,
,Atlantic/Stanley,,,,,,,
,Australia/Adelaide,,,,,,,
,Australia/Brisbane,,,,,,,
,Australia/Broken Hill,,,,,,,
,Australia/Darwin,,,,,,,
,Australia/Eucla,,,,,,,
,Australia/Hobart,,,,,,,
,Australia/Lindeman,,,,,,,
,Australia/Lord Howe,,,,,,,
,Australia/Melbourne,,,,,,,
,Australia/Perth,,,,,,,
,Australia/Sydney,,,,,,,
,Europe/Amsterdam,,,,,,,
,Europe/Andorra,,,,,,,
,Europe/Astrakhan,,,,,,,
,Europe/Athens,,,,,,,
,Europe/Belgrade,,,,,,,
,Europe/Berlin,,,,,,,
,Europe/Bratislava,,,,,,,
,Europe/Brussels,,,,,,,
,Europe/Bucharest,,,,,,,
,Europe/Budapest,,,,,,,
,Europe/Busingen,,,,,,,
,Europe/Chisinau,,,,,,,
,Europe/Copenhagen,,,,,,,
,Europe/Dublin,,,,,,,
,Europe/Gibraltar,,,,,,,
,Europe/Guernsey,,,,,,,
,Europe/Helsinki,,,,,,,
,Europe/Isle of Man,,,,,,,
,Europe/Istanbul,,,,,,,
,Europe/Jersey,,,,,,,
,Europe/Kaliningrad,,,,,,,
,Europe/Kiev,,,,,,,
,Europe/Kirov,,,,,,,
,Europe/Lisbon,,,,,,,
,Europe/Ljubljana,,,,,,,
,Europe/London,,,,,,,
,Europe/Luxembourg,,,,,,,
,Europe/Madrid,,,,,,,
,Europe/Malta,,,,,,,
,Europe/Mariehamn,,,,,,,
,Europe/Minsk,,,,,,,
,Europe/Monaco,,,,,,,
,Europe/Moscow,,,,,,,
,Europe/Oslo,,,,,,,
,Europe/Paris,,,,,,,
,Europe/Podgorica,,,,,,,
,Europe/Prague,,,,,,,
,Europe/Riga,,,,,,,
,Europe/Rome,,,,,,,
,Europe/Samara,,,,,,,
,Europe/San Marino,,,,,,,
,Europe/Sarajevo,,,,,,,
,Europe/Saratov,,,,,,,
,Europe/Simferopol,,,,,,,
,Europe/Skopje,,,,,,,
,Europe/Sofia,,,,,,,
,Europe/Stockholm,,,,,,,
,Europe/Tallinn,,,,,,,
,Europe/Tirane,,,,,,,
,Europe/Ulyanovsk,,,,,,,
,Europe/Uzhgorod,,,,,,,
,Europe/Vaduz,,,,,,,
,Europe/Vatican,,,,,,,
,Europe/Vienna,,,,,,,
,Europe/Vilnius,,,,,,,
,Europe/Volgograd,,,,,,,
,Europe/Warsaw,,,,,,,
,Europe/Zagreb,,,,,,,
,Europe/Zaporozhye,,,,,,,
,Europe/Zurich,,,,,,,
,Indian/Antananarivo,,,,,,,
,Indian/Chagos,,,,,,,
,Indian/Christmas,,,,,,,
,Indian/Cocos,,,,,,,
,Indian/Comoro,,,,,,,
,Indian/Kerguelen,,,,,,,
,Indian/Mahe,,,,,,,
,Indian/Maldives,,,,,,,
,Indian/Mauritius,,,,,,,
,Indian/Mayotte,,,,,,,
,Indian/Reunion,,,,,,,
,Pacific/Apia,,,,,,,
,Pacific/Auckland,,,,,,,
,Pacific/Bougainville,,,,,,,
,Pacific/Chatham,,,,,,,
,Pacific/Chuuk,,,,,,,
,Pacific/Easter,,,,,,,
,Pacific/Efate,,,,,,,
,Pacific/Enderbury,,,,,,,
,Pacific/Fakaofo,,,,,,,
,Pacific/Fiji,,,,,,,
,Pacific/Funafuti,,,,,,,
,Pacific/Galapagos,,,,,,,
,Pacific/Gambier,,,,,,,
,Pacific/Guadalcanal,,,,,,,
,Pacific/Guam,,,,,,,
,Pacific/Honolulu,,,,,,,
,Pacific/Kiritimati,,,,,,,
,Pacific/Kosrae,,,,,,,
,Pacific/Kwajalein,,,,,,,
,Pacific/Majuro,,,,,,,
,Pacific/Marquesas,,,,,,,
,Pacific/Midway,,,,,,,
,Pacific/Nauru,,,,,,,
,Pacific/Niue,,,,,,,
,Pacific/Norfolk,,,,,,,
,Pacific/Noumea,,,,,,,
,Pacific/Pago Pago,,,,,,,
,Pacific/Palau,,,,,,,
,Pacific/Pitcairn,,,,,,,
,Pacific/Pohnpei,,,,,,,
,Pacific/Port Moresby,,,,,,,
,Pacific/Rarotonga,,,,,,,
,Pacific/Saipan,,,,,,,
,Pacific/Tahiti,,,,,,,
,Pacific/Tarawa,,,,,,,
,Pacific/Tongatapu,,,,,,,
,Pacific/Wake,,,,,,,
,Pacific/Wallis,,,,,,,
,UTC,,,,,,,
,Email address,,,,,,E-postadress,
,A valid email address. All emails from the system will be sent to this address. The email address is not made public and will only be used if you wish to receive a new password or wish to receive certain news or notifications by email.,,,,,,"En giltig e-postadress. All e-post från systemet kommer skickas till denna adress. E-postadressen kommer inte synas offentligt och kommer enbart användas när du vill ta emot ett nytt lösenord, vissa nyheter eller meddelanden via e-post.",
,"Several special characters are allowed, including space, period (.), hyphen (-), apostrophe ('), underscore (_), and the @ sign.",,,,,,"Flera specialtecken är tillåtna, inklusive mellanslag, punkt (.), bindestreck (-), apostrof ('), understreck (_) och @-tecknet.",
,Confirm password,,,,,,Bekräfta lösenord,
,"To change the current user password, enter the new password in both fields.",,,,,,"För att byta nuvarande användarlösenord, ange det nya lösenordet i båda fälten.",
,This is also assumed to be the primary language of this account's profile information.,,,,,,Det här förutsätt också vara det primära språket för detta kontots profilinformation.,
,This account's preferred language for emails.,,,,,,Det här kontots föredragna språk för e-post.,
,Site language,,,,,,Språk för webbplats,
,- No preference -,,,,,,,
,Administration pages language,,,,,,Administrering av språksidor,
,Language settings,,,,,,Språkinställningar,
,URL alias,,,,,,URL-alias,
,"Specify an alternative path by which this data can be accessed. For example, type ""/about"" when writing an about page.",,,,,,"Ange en alternativ sökväg där dessa data kan nås. Skriv till exempel ""/om"" när du skriver en sida ""om webbplatsen"".",
,Save,,,,,,Spara,
,Index,,,,,,Förteckning,
,Run cron,,,,,,Kör schemalagda aktiviteter,
,Run updates,,,,,,Kör uppdateringar,
,Flush CSS and Javascript,,,,,,Rensa CSS och JavaScript,
,Flush plugins cache,,,,,,Rensa cache för insticksprogram,
,Flush static cache,,,,,,Rensa statisk cache,
,Flush routing and links cache,,,,,,Rensa cache för dirigering och länkar,
,Flush twig cache,,,,,,Rensa cache för Twig,
,Flush render cache,,,,,,Rensa cache för rendering,
,Rebuild theme registry,,,,,,Bygg om temaregistret,
,Flush views cache,,,,,,Rensa views cache,
,Flush all caches,,,,,,Rensa alla cachar,
,Logout,,,,,,Logga ut,
,Tools,,,,,,Verktyg,
,@label,,,,,,@label,
,Add content,,,,,,Lägg till innehåll,
,Add media,,,,,,Lägg till media,
,Integrations,,,,,,,
,Block layout,,,,,,Blocklayout,
,View modes,,,,,,Visningsläge,
,Form modes,,,,,,Formulärslägen,
,Display modes,,,,,,Visningslägen,
,Add media type,,,,,,Lägg till mediatyp,
,Media types,,,,,,Typer av media,
,Add menu,,,,,,Lägg till meny,
,Menus,,,,,,Menyer,
,Add content type,,,,,,Lägg till innehållstyp,
,Content types,,,,,,Innehållstyper,
,Add vocabulary,,,,,,Lägg till vokabulär,
,Taxonomy,,,,,,Taxonomi,
,Add view,,,,,,Lägg till vy,
,Views,,,,,,Vyer,
,Add paragraph type,,,,,,,
,All types,,,,,,Alla typer,
,Paragraph types,,,,,,Paragraftyper,
,Webforms,,,,,,,
,Structure,,,,,,Struktur,
,Settings,,,,,,Inställningar,
,Appearance,,,,,,Utseende,
,Uninstall module,,,,,,Avinstallera modul,
,Extend,,,,,,Utöka,
,Crop types,,,,,,,
,Image styles,,,,,,Bildstilar,
,Media settings,,,,,,Inställningar för media,
,Media Library settings,,,,,,Inställningar för mediabiblioteket,
,Responsive image styles,,,,,,,
,File system,,,,,,Filsystem,
,Image toolkit,,,,,,Bildhanteringsverktyg,
,RSS publishing,,,,,,RSS-publicering,
,Social media settings,,,,,,,
,REST,,,,,,,
,Web services,,,,,,Webbtjänster,
,Configuration synchronization,,,,,,Synkronisering av konfiguration,
,Maintenance mode,,,,,,Underhållsläge,
,Performance,,,,,,Prestanda,
,Logging and errors,,,,,,Loggar och felmeddelanden,
,Development,,,,,,Utveckling,
,Configuration translation,,,,,,Översättning på konfiguration,
,Content language and translation,,,,,,,
,User interface translation,,,,,,Översättning av användargränssnitt,
,Regional settings,,,,,,Lokala inställningar,
,Date and time formats,,,,,,Format för datum och tid,
,Regional and language,,,,,,Lokalt och språk,
,URL aliases,,,,,,URL-alias,
,Metatag,,,,,,,
,URL redirects,,,,,,URL-omdirigeringar,
,Simple XML Sitemap,,,,,,,
,Search and metadata,,,,,,Sök- och metadata,
,Basic site settings,,,,,,Grundläggande inställningar för webbplats,
,Cron,,,,,,Schemalagda aktiviteter,
,Delete orphaned composite entities,,,,,,,
,EU Cookie Compliance,,,,,,EU Cookie Compliance,
,System,,,,,,System,
,Easy breadcrumb,,,,,,,
,User interface,,,,,,Användargränssnitt,
,Workflow,,,,,,Arbetsflöde,
,Diff,,,,,,Skillnad,
,Text formats and editors,,,,,,Textformat och redigerare,
,Entity Usage Settings,,,,,,,
,Linkit,,,,,,Linkit,
,Paragraphs settings,,,,,,,
,Paragraphs library item settings,,,,,,,
,Scheduler,,,,,,Schemaläggaren,
,Content authoring,,,,,,Författande av innehåll,
,Account settings,,,,,,Kontoinställningar,
,Configuration,,,,,,Konfiguration,
,Used in views,,,,,,Används i vyer,
,Field list,,,,,,Fältlista,
,Available translation updates,,,,,,Tillgängliga uppdateringar för översättning,
,Status report,,,,,,Statusrapport,
,Views plugins,,,,,,Insticksprogram i Views,
,Metatag plugins,,,,,,,
,Webform plugins,,,,,,,
,Reports,,,,,,Rapporter,
,Add user,,,,,,Lägg till användare,
,Permissions,,,,,,Behörigheter,
,Add role,,,,,,Lägg till roll,
,Site information,,,,,,Information om webbplatsen,
,Site settings,,,,,,,
,Header top navigation menu links,,,,,,,
,Header branding navigation menu links,,,,,,,
,Main menu,,,,,,,
,Footer top navigation menu links,,,,,,,
,Footer bottom navigation menu links,,,,,,,
,HDBT - Component library,,,,,,,
,User interface translations,,,,,,,
,List of integration content,,,,,,,
,Manage paragraphs library items.,,,,,,,
,Content management helper pages.,,,,,,,
,Configure what block content appears in your site's sidebars and other regions.,,,,,,Ställ in vilka block som visas i webbplatsens sidospalter och andra regioner.,
,"Create and manage fields, forms, and display settings for your content.",,,,,,"Skapa och hantera fält, formulär och visa inställningar för ditt innehåll.",
,Manage custom form modes.,,,,,,Hantera anpassade formulärslägen.,
,Manage custom view modes.,,,,,,Hantera anpassade vylägen.,
,Configure what displays are available for your content and forms.,,,,,,Konfigurera vilka visningar som finns tillgängliga för ditt innehåll och formulär.,
,Manage media types.,,,,,,,
,Manage menus and menu links.,,,,,,Hantera menyer och menylänkar.,
,Create and manage Paragraph types.,,,,,,,
,"Manage tagging, categorization, and classification of your content.",,,,,,"Hantera etikettering, kategorisering och klassificering av ditt innehåll.",
,Manage customized lists of content.,,,,,,Hantera anpassade listor av innehåll.,
,Create webforms and manage submissions.,,,,,,,
,"Administer blocks, content types, menus, etc.",,,,,,"Administrera block, innehållstyper, menyer, etcetera.",
,Select and configure themes.,,,,,,Välj och konfigurera teman.,
,Add and enable modules to extend site functionality.,,,,,,Lägg till och aktivera moduler för att utöka webbplatsens funktionalitet.,
,"Configure default user account settings, including fields, registration requirements, and email messages.",,,,,,"Konfigurera inställningar för förvalt konto, inklusive fält, krav vid registrering och e-postmeddelanden.",
,Configure user accounts.,,,,,,Konfigurera användarkonton.,
,"Change site name, email address, slogan, default front page, and error pages.",,,,,,"Ändra webbplatsens namn, e-postadress, slogan, förvald startsida  samt sidor för felmeddelanden.",
,Make your website compliant with the EU Directive on Privacy and Electronic Communications.,,,,,,,
,Manage automatic site maintenance tasks.,,,,,,Hantera automatiska underhållsuppgifter för webbplatsen.,
,Delete revisions of entities that are no longer used in Entity Reference Revisions fields.,,,,,,,
,"Configure basic site settings, actions, and cron.",,,,,,"Konfigurera grundläggande inställningar för webbplats, åtgärder och schemalagda aktiviteter.",
,Configure how entity fields are compared.,,,,,,,
,Configure Entity Usage settings,,,,,,,
,Manage Linkit profiles.,,,,,,Hantera profiler för Linkit.,
,Configure Paragraphs library item.,,,,,,,
,Configure settings for scheduled publishing and unpublishing.,,,,,,Ställ in schemalagd publicering och avpublicering.,
,"Select and configure text editors, and how content is filtered when displayed.",,,,,,Välj och konfigurera textredigerare och hur innehåll filtreras när det visas.,
,Configure content formatting and authoring.,,,,,,,
,Controls settings for the module Easy Breadcrumb,,,,,,,
,Configure the administrative user interface.,,,,,,,
,Configure caching and bandwidth optimization.,,,,,,Konfigurera cachning och bandbreddsoptimering.,
,Configure the display of error messages and database logging.,,,,,,Konfigurera visningen av felmeddelanden och loggning av databasen.,
,Take the site offline for updates and other maintenance tasks.,,,,,,Koppla ned webbplatsen för uppdateringar och annat underhåll.,
,Import and export your configuration.,,,,,,Importera och exportera din konfigurering.,
,Configure and use development tools.,,,,,,,
,Manage crop types.,,,,,,,
,Configure the location of uploaded files and how they are accessed.,,,,,,Konfigurera platsen för uppladdade filer och åtkomsten till dem.,
,Configure styles that can be used for resizing or adjusting images on display.,,,,,,Konfigurera stilar som kan användas för att ändra storlek eller anpassa bilder vid visning.,
,Manage Media Library settings.,,,,,,Hantera inställningar för mediabiblioteket.,
,Manage media settings.,,,,,,,
,Manage responsive image styles.,,,,,,,
,Choose which image toolkit to use if you have installed optional toolkits.,,,,,,Välj vilket bildbehandlingsverktyg som skall användas om du har flera installerade.,
,Add custom URLs to existing paths.,,,,,,Lägg till anpassade URL:er till befintliga sökvägar.,
,Configure Metatag defaults.,,,,,,,
,"Configure, add content to and generate XML sitemaps.",,,,,,,
,Redirect users from one URL to another.,,,,,,Omdirigera användare från en URL till en annan.,
,"Configure site search, metadata, and search engine optimization.",,,,,,,
,Configure the locale and timezone settings.,,,,,,Konfigurera inställningarna för plats och tidszon.,
,Configure how dates and times are displayed.,,,,,,Konfigurera hur datum och tider visas.,
,"Configure languages for content, interface, and configuration.",,,,,,"Ställ in språk för innehåll, användargränssnitt och konfiguration.",
,Configure language and translation support for content.,,,,,,Konfigurera språk- och översättningsstöd för innehåll.,
,"Configure the import of translation files, and add or customize interface translations.",,,,,,Konfigurera importen av översättningsfiler och lägga till eller anpassa översättningar för gränssnitt.,
,Translate the configuration.,,,,,,Översätta konfigurationen.,
,"Configure regional settings, localization, and translation.",,,,,,,
,Configure REST server settings.,,,,,,,
,"Configure the site description, the number of items per feed, and whether feeds should be titles/teasers/full-text.",,,,,,"Ställ in beskrivning av webbplatsen, antal poster per nyhetsflöde och huruvida flöden skall vara titlar/ingresser/fullständiga texter.",
,Settings page for sharing in social media,,,,,,,
,Manage the content workflow.,,,,,,,
,Administer settings.,,,,,,Administrera inställningar.,
,Get a status report about available interface translations for your installed modules and themes.,,,,,,Få en statusrapport om tillgängliga gränssnittsöversättningar för dina installerade moduler och teman.,
,Overview of fields on all entity types.,,,,,,Fältöversikt för alla objektstyper.,
,Overview of plugins used in metatag.,,,,,,,
,Get a status report about your site's operation.,,,,,,Visa en statusrapport om din webbplats funktion.,
,Overview of plugins used in all views.,,,,,,Översikt av insticksprogram som används i alla vyer.,
,Overview of plugins used by the Webform module.,,,,,,,
,"View reports, updates, and errors.",,,,,,"Visa rapporter, uppdateringar och felmeddelanden.",
,Close,,,,,,Stäng,
,Toolbar items,,,,,,Objekt på verktygsrad,
,Return to site content,,,,,,Återgå till webbplatsens innehåll,
,Back to site,,,,,,Tillbaka till webbplats,
,Admin menu,,,,,,Administratörsmeny,
,Manage,,,,,,Hantera,
,Add view mode,,,,,,Lägg till vyläge,
,Add form mode,,,,,,Lägg till formulärsläge,
,Manage fields,,,,,,Hantera fält,
,Manage form display,,,,,,Hantera formulärsvisning,
,Manage display,,,,,,Hantera visning,
,Add link,,,,,,Lägg till länk,
,Import,,,,,,Importera,
,Export,,,,,,Exportera,
,Detection and selection,,,,,,Avkänning och val,
,Add language,,,,,,Lägg till språk,
,Add redirect,,,,,,Lägg till omdirigering,
,Inclusion,,,,,,Inkludering,
,Categories,,,,,,Kategorier,
,Edit permissions,,,,,,Redigera behörigheter,
,Configure the cookie consent popup.,,,,,,,
,Administer cookie categories.,,,,,,,
,Configure behavior for URL redirects.,,,,,,Ställ in beteendet för URL-vidareskickningar.,
,My account,,,,,,Mitt konto,
,Site administration toolbar,,,,,,,
,Administration menu,,,,,,Administrationsmeny,
,User account actions,,,,,,Åtgärder för användarkonto,
,Breadcrumb,,,,,,Länkstig,
,View,,,,,,Visa,
,Submissions,,,,,,,
,Translate,,,,,,Översätt,
,Tabs display toggle,,,,,,Flik för att växla visningsläge,
,Select language,,,,,,Välj språk,
,Current language is,,,,,,,
,User account,,,,,,Användarkonto,
,Edit user account,,,,,,Redigera användarkonto,
,View profile,,,,,,Visa profil,
,Edit profile,,,,,,Redigera profil,
